,Kilométrage,Année-Modèle,Marque,Modèle,Nombre de portes,Origine,Première main,carburant,puiFiscale,boiteVitesse,price
195,90 000 - 94 999,2017,Toyota,RAV 4,5,WW au Maroc,Oui,Diesel,9 CV,Automatique,
196,30 000 - 34 999,2020,Mercedes-Benz,Classe CLA,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
197,170 000 - 179 999,2014,Mercedes-Benz,Classe C,5,WW au Maroc,Oui,Diesel,9 CV,Manuelle,186000.0
198,150 000 - 159 999,2017,Skoda,Octavia,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,179000.0
199,160 000 - 169 999,2017,Fiat,Doblo,5,,Oui,Diesel,5 CV,Manuelle,83000.0
200,35 000 - 39 999,2018,Audi,A1,5,WW au Maroc,Oui,Essence,11 CV,Automatique,
201,190 000 - 199 999,2014,Volkswagen,Passat,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,144000.0
202,120 000 - 129 999,2015,Ford,Focus,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,130000.0
203,95 000 - 99 999,2016,Volkswagen,Golf,5,,,Diesel,8 CV,Automatique,165000.0
204,200 000 - 249 999,2008,Toyota,Prado,3,WW au Maroc,Non,Diesel,11 CV,Manuelle,77000.0
205,160 000 - 169 999,2009,Mercedes-Benz,Classe GLA,5,Dédouanée,Non,Diesel,9 CV,Automatique,183000.0
206,30 000 - 34 999,2018,Opel,Corsa,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
207,0 - 4 999,2021,Toyota,Prado,5,Importée neuve,Oui,Essence,23 CV,Automatique,
208,70 000 - 74 999,2018,Mercedes-Benz,Classe GLC,5,Importée neuve,Oui,Diesel,9 CV,Automatique,
209,160 000 - 169 999,2006,Porsche,Cayenne,5,WW au Maroc,Non,Essence,26 CV,Automatique,75000.0
210,90 000 - 94 999,2017,Toyota,RAV 4,5,WW au Maroc,Oui,Diesel,9 CV,Automatique,
211,30 000 - 34 999,2020,Mercedes-Benz,Classe CLA,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
212,170 000 - 179 999,2014,Mercedes-Benz,Classe C,5,WW au Maroc,Oui,Diesel,9 CV,Manuelle,186000.0
213,150 000 - 159 999,2017,Skoda,Octavia,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,179000.0
214,160 000 - 169 999,2017,Fiat,Doblo,5,,Oui,Diesel,5 CV,Manuelle,83000.0
215,35 000 - 39 999,2018,Audi,A1,5,WW au Maroc,Oui,Essence,11 CV,Automatique,
216,190 000 - 199 999,2014,Volkswagen,Passat,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,144000.0
217,120 000 - 129 999,2015,Ford,Focus,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,130000.0
218,95 000 - 99 999,2016,Volkswagen,Golf,5,,,Diesel,8 CV,Automatique,165000.0
219,200 000 - 249 999,2008,Toyota,Prado,3,WW au Maroc,Non,Diesel,11 CV,Manuelle,77000.0
220,160 000 - 169 999,2009,Mercedes-Benz,Classe GLA,5,Dédouanée,Non,Diesel,9 CV,Automatique,183000.0
221,30 000 - 34 999,2018,Opel,Corsa,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
222,0 - 4 999,2021,Toyota,Prado,5,Importée neuve,Oui,Essence,23 CV,Automatique,
223,70 000 - 74 999,2018,Mercedes-Benz,Classe GLC,5,Importée neuve,Oui,Diesel,9 CV,Automatique,
224,160 000 - 169 999,2006,Porsche,Cayenne,5,WW au Maroc,Non,Essence,26 CV,Automatique,75000.0
225,60 000 - 64 999,2016,Mercedes-Benz,Classe C,5,Importée neuve,,Diesel,--,Automatique,
226,250 000 - 299 999,2011,Volkswagen,Caddy,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,123000.0
227,200 000 - 249 999,2009,Mercedes-Benz,Classe C,5,Dédouanée,Non,Diesel,9 CV,Manuelle,140000.0
228,95 000 - 99 999,2014,Volkswagen,Jetta,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,135000.0
229,70 000 - 74 999,2016,Peugeot,208,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,122000.0
230,200 000 - 249 999,2015,Fiat,Doblo,5,WW au Maroc,Non,Diesel,5 CV,Manuelle,84000.0
231,190 000 - 199 999,2000,Nissan,PATROL,5,WW au Maroc,Non,Diesel,10 CV,Manuelle,34000.0
232,150 000 - 159 999,2015,Honda,CR-V,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,149000.0
233,100 000 - 109 999,2010,BMW,Serie 1,3,WW au Maroc,Non,Essence,17 CV,Manuelle,119000.0
234,130 000 - 139 999,2015,BMW,Serie 3,5,WW au Maroc,Non,Diesel,8 CV,Automatique,203000.0
235,55 000 - 59 999,2016,DS,DS 3,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,115000.0
236,150 000 - 159 999,2017,Skoda,Octavia,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,163000.0
237,200 000 - 249 999,2009,Hyundai,Santa Fe,5,WW au Maroc,Non,Diesel,9 CV,Automatique,98000.0
238,190 000 - 199 999,2000,Toyota,Land Cruiser,5,WW au Maroc,Non,Diesel,12 CV,Manuelle,57000.0
239,130 000 - 139 999,2014,Volvo,XC60,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,158000.0
240,65 000 - 69 999,2016,Porsche,Macan,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,500000.0
241,110 000 - 119 999,2015,Volkswagen,Tiguan,5,WW au Maroc,Non,Diesel,8 CV,Automatique,229000.0
242,160 000 - 169 999,2008,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,50000.0
243,130 000 - 139 999,2018,Volkswagen,Jetta,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,165000.0
244,130 000 - 139 999,2015,Land Rover,Range Rover Sport,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,
245,160 000 - 169 999,2009,Mercedes-Benz,Classe GLA,5,Dédouanée,Non,Diesel,9 CV,Automatique,183000.0
246,30 000 - 34 999,2018,Opel,Corsa,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
247,0 - 4 999,2021,Toyota,Prado,5,Importée neuve,Oui,Essence,23 CV,Automatique,
248,70 000 - 74 999,2018,Mercedes-Benz,Classe GLC,5,Importée neuve,Oui,Diesel,9 CV,Automatique,
249,160 000 - 169 999,2006,Porsche,Cayenne,5,WW au Maroc,Non,Essence,26 CV,Automatique,75000.0
250,60 000 - 64 999,2016,Mercedes-Benz,Classe C,5,Importée neuve,,Diesel,--,Automatique,
251,250 000 - 299 999,2011,Volkswagen,Caddy,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,123000.0
252,200 000 - 249 999,2009,Mercedes-Benz,Classe C,5,Dédouanée,Non,Diesel,9 CV,Manuelle,140000.0
253,95 000 - 99 999,2014,Volkswagen,Jetta,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,135000.0
254,70 000 - 74 999,2016,Peugeot,208,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,122000.0
255,200 000 - 249 999,2015,Fiat,Doblo,5,WW au Maroc,Non,Diesel,5 CV,Manuelle,84000.0
256,190 000 - 199 999,2000,Nissan,PATROL,5,WW au Maroc,Non,Diesel,10 CV,Manuelle,34000.0
257,150 000 - 159 999,2015,Honda,CR-V,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,149000.0
258,100 000 - 109 999,2010,BMW,Serie 1,3,WW au Maroc,Non,Essence,17 CV,Manuelle,119000.0
259,130 000 - 139 999,2015,BMW,Serie 3,5,WW au Maroc,Non,Diesel,8 CV,Automatique,203000.0
260,55 000 - 59 999,2016,DS,DS 3,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,115000.0
261,150 000 - 159 999,2017,Skoda,Octavia,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,163000.0
262,200 000 - 249 999,2009,Hyundai,Santa Fe,5,WW au Maroc,Non,Diesel,9 CV,Automatique,98000.0
263,190 000 - 199 999,2000,Toyota,Land Cruiser,5,WW au Maroc,Non,Diesel,12 CV,Manuelle,57000.0
264,130 000 - 139 999,2014,Volvo,XC60,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,158000.0
265,65 000 - 69 999,2016,Porsche,Macan,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,500000.0
266,110 000 - 119 999,2015,Volkswagen,Tiguan,5,WW au Maroc,Non,Diesel,8 CV,Automatique,229000.0
267,160 000 - 169 999,2008,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,50000.0
268,130 000 - 139 999,2018,Volkswagen,Jetta,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,165000.0
269,130 000 - 139 999,2015,Land Rover,Range Rover Sport,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,
270,160 000 - 169 999,2006,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,56000.0
271,100 000 - 109 999,2010,Audi,A8,5,WW au Maroc,Oui,Essence,17 CV,Automatique,145000.0
272,190 000 - 199 999,2008,Toyota,Corolla,5,WW au Maroc,Non,Essence,8 CV,Manuelle,41000.0
273,150 000 - 159 999,2012,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,65000.0
274,190 000 - 199 999,2016,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,84000.0
275,10 000 - 14 999,2012,Autres,Autres,,,,Essence,7 CV,--,
276,140 000 - 149 999,2008,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,55000.0
277,190 000 - 199 999,2012,Toyota,Hi Ace,5,WW au Maroc,Non,Diesel,12 CV,Manuelle,130000.0
278,130 000 - 139 999,2015,Citroen,Nemo,,,,Diesel,6 CV,--,
279,0 - 4 999,2021,Volkswagen,Golf,5,Importée neuve,Oui,Diesel,8 CV,Automatique,
280,130 000 - 139 999,2009,Volkswagen,Passat,,,,Diesel,8 CV,--,
281,70 000 - 74 999,2017,Mercedes-Benz,Classe E,5,Dédouanée,Oui,Diesel,8 CV,Automatique,
282,40 000 - 44 999,2019,Citroen,C-Elysée,5,,Oui,Diesel,6 CV,Manuelle,110000.0
283,55 000 - 59 999,2017,BMW,Serie 1,5,WW au Maroc,Oui,Diesel,7 CV,Automatique,
284,45 000 - 49 999,2014,Mercedes-Benz,Classe S,5,Importée neuve,Oui,Diesel,12 CV,Automatique,
285,90 000 - 94 999,2014,Seat,Leon,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,
286,Plus de 500 000,1998,Volkswagen,LUPO,,,Non,Essence,9 CV,--,23000.0
287,40 000 - 44 999,2005,Fiat,TIPO,5,,Non,Essence,4 CV,Manuelle,
288,5 000 - 9 999,1992,Renault,19,5,Dédouanée,Oui,Diesel,7 CV,Manuelle,38000.0
289,140 000 - 149 999,2014,BMW,Serie 1,,,,Diesel,6 CV,--,185000.0
290,50 000 - 54 999,2017,Ford,Focus,5,,,Diesel,6 CV,Manuelle,143000.0
291,0 - 4 999,2010,Citroen,Berlingo,,,,Diesel,--,--,
292,200 000 - 249 999,2007,Renault,Megane,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,75000.0
293,0 - 4 999,2021,Volkswagen,Golf,5,Importée neuve,,Diesel,8 CV,Automatique,
294,90 000 - 94 999,2018,Dacia,Duster,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,159000.0
295,75 000 - 79 999,2018,Renault,Clio,,,,Diesel,--,Automatique,
296,160 000 - 169 999,2015,Ford,Kuga,5,WW au Maroc,Non,Diesel,8 CV,Manuelle,155000.0
297,190 000 - 199 999,2005,Mercedes-Benz,Classe C,5,Dédouanée,Non,Diesel,9 CV,Manuelle,110000.0
298,250 000 - 299 999,2004,Peugeot,206,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,44000.0
299,200 000 - 249 999,2007,Seat,Leon,,,,Diesel,--,--,71000.0
300,110 000 - 119 999,2018,Opel,Astra,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,159000.0
301,90 000 - 94 999,2016,Volkswagen,Passat,5,WW au Maroc,Non,Diesel,8 CV,Automatique,
302,170 000 - 179 999,2010,Renault,Kangoo,,,Oui,Diesel,7 CV,--,65000.0
303,60 000 - 64 999,2016,Peugeot,208,5,WW au Maroc,Non,Essence,6 CV,Manuelle,85000.0
304,250 000 - 299 999,2009,Renault,Kangoo,5,WW au Maroc,Oui,Diesel,7 CV,Manuelle,
305,55 000 - 59 999,2017,Opel,ADAM,3,WW au Maroc,Oui,Essence,7 CV,Manuelle,109000.0
306,300 000 - 349 999,2008,Citroen,C4 Picasso,5,Dédouanée,Oui,Diesel,6 CV,Manuelle,86000.0
307,65 000 - 69 999,2017,Dacia,Dokker,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,100000.0
308,400 000 - 449 999,2013,Renault,Kangoo,5,Dédouanée,Oui,Diesel,6 CV,Manuelle,
309,150 000 - 159 999,2014,BMW,Serie 1,,,,Diesel,8 CV,--,169000.0
310,130 000 - 139 999,2011,Renault,Megane 3,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,87000.0
311,350 000 - 399 999,1993,Renault,19,5,Dédouanée,Non,Diesel,7 CV,Manuelle,
312,160 000 - 169 999,2014,Volkswagen,GOLF 7,5,Importée neuve,Non,Diesel,8 CV,Automatique,220000.0
313,200 000 - 249 999,2008,Audi,A6,5,WW au Maroc,,Diesel,9 CV,Automatique,81000.0
314,200 000 - 249 999,2005,Peugeot,407,,,,Diesel,8 CV,Manuelle,55000.0
315,130 000 - 139 999,2011,Renault,Megane 3,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,87000.0
316,350 000 - 399 999,1993,Renault,19,5,Dédouanée,Non,Diesel,7 CV,Manuelle,
317,160 000 - 169 999,2014,Volkswagen,GOLF 7,5,Importée neuve,Non,Diesel,8 CV,Automatique,220000.0
318,200 000 - 249 999,2008,Audi,A6,5,WW au Maroc,,Diesel,9 CV,Automatique,81000.0
319,200 000 - 249 999,2005,Peugeot,407,,,,Diesel,8 CV,Manuelle,55000.0
320,190 000 - 199 999,2014,BMW,Serie 1,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,145000.0
321,95 000 - 99 999,2009,Mercedes-Benz,Classe CL,3,Importée neuve,Oui,Essence,31 CV,Automatique,
322,200 000 - 249 999,2012,Citroen,C5,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,90000.0
323,0 - 4 999,2021,Volkswagen,Tiguan,5,Importée neuve,,Diesel,8 CV,Automatique,
324,160 000 - 169 999,2016,Ford,Focus,5,WW au Maroc,,Diesel,6 CV,Manuelle,132000.0
325,200 000 - 249 999,2014,Mercedes-Benz,Classe E,5,WW au Maroc,Oui,Diesel,9 CV,Automatique,
326,85 000 - 89 999,2017,Dacia,Logan,5,WW au Maroc,Oui,Essence,7 CV,Manuelle,79000.0
327,200 000 - 249 999,2005,Peugeot,307,,,,Diesel,--,--,48000.0
328,95 000 - 99 999,1987,Peugeot,309,,,,Diesel,--,--,30000.0
329,170 000 - 179 999,2013,Volkswagen,Touran,5,Importée neuve,Non,Diesel,8 CV,Manuelle,150000.0
330,150 000 - 159 999,2015,BMW,X4,5,,,Diesel,8 CV,Automatique,295000.0
331,55 000 - 59 999,2018,Renault,Megane,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,190000.0
332,160 000 - 169 999,2008,Chevrolet,Spark,5,WW au Maroc,Oui,Essence,5 CV,Manuelle,37000.0
333,200 000 - 249 999,2006,BMW,Serie 3,5,WW au Maroc,Oui,Essence,10 CV,Automatique,70000.0
334,20 000 - 24 999,2000,Renault,Laguna,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,55000.0
335,60 000 - 64 999,2016,Dacia,Logan,,,,Diesel,6 CV,--,89000.0
336,0 - 4 999,2021,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
337,300 000 - 349 999,2014,Toyota,Hilux,3,WW au Maroc,Oui,Diesel,10 CV,Manuelle,165000.0
338,15 000 - 19 999,2019,Smart,ForTwo,3,Importée neuve,Non,Essence,6 CV,Automatique,
339,0 - 4 999,2021,Volkswagen,Golf,5,,,Diesel,8 CV,Automatique,
340,25 000 - 29 999,2019,Volkswagen,Caddy,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,175000.0
341,50 000 - 54 999,2018,Dacia,Sandero,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,115000.0
342,110 000 - 119 999,2008,Renault,Clio,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,55000.0
343,200 000 - 249 999,1993,Volkswagen,GOLF 3,5,Dédouanée,Non,Diesel,8 CV,Manuelle,35000.0
344,250 000 - 299 999,1987,Mercedes-Benz,250,,Dédouanée,,Diesel,--,--,
345,200 000 - 249 999,2006,Mercedes-Benz,Classe B,5,Dédouanée,Non,Diesel,8 CV,Manuelle,87000.0
346,50 000 - 54 999,2020,Porsche,Panamera,5,WW au Maroc,Oui,Hybride,12 CV,Automatique,
347,120 000 - 129 999,2012,Mercedes-Benz,Classe B,5,WW au Maroc,,Diesel,8 CV,Automatique,115000.0
348,300 000 - 349 999,2003,Volkswagen,GOLF 4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,75000.0
349,150 000 - 159 999,2007,Citroen,C3,5,WW au Maroc,Oui,Essence,6 CV,Manuelle,53000.0
0,120 000 - 129 999,2018,Mercedes-Benz,Vito,,,,Diesel,--,--,298000.0
1,90 000 - 94 999,2017,Volkswagen,Touran,5,Dédouanée,Non,Diesel,9 CV,Manuelle,248000.0
2,180 000 - 189 999,2006,Peugeot,407,,,,Essence,11 CV,Manuelle,29000.0
3,160 000 - 169 999,2006,Citroen,C3,5,WW au Maroc,Non,Essence,6 CV,Manuelle,
4,80 000 - 84 999,2016,Kia,Rio,,,,Diesel,6 CV,Manuelle,150000.0
5,190 000 - 199 999,2011,BMW,Serie 5,5,,Oui,Diesel,12 CV,Automatique,155000.0
6,40 000 - 44 999,2018,Mercedes-Benz,Classe E,5,Importée neuve,Oui,Diesel,8 CV,Automatique,460000.0
7,160 000 - 169 999,2012,Hyundai,i 10,5,WW au Maroc,Non,Essence,6 CV,Manuelle,60000.0
8,70 000 - 74 999,2016,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
9,110 000 - 119 999,2012,Alfa Romeo,Giulietta,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,125000.0
10,0 - 4 999,2021,Audi,A3,5,Importée neuve,,Diesel,--,Automatique,
11,35 000 - 39 999,2018,Dacia,Duster,,,,Diesel,4 CV,--,112000.0
12,120 000 - 129 999,2016,Volkswagen,SHARAN,5,Dédouanée,Non,Diesel,8 CV,Automatique,289000.0
13,50 000 - 54 999,2018,Land Rover,Velar,5,Importée neuve,Oui,Diesel,12 CV,Automatique,
14,190 000 - 199 999,2016,Citroen,Berlingo,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,115000.0
15,170 000 - 179 999,2008,BMW,Serie 3 coupé,3,Dédouanée,Non,Diesel,12 CV,Automatique,105000.0
16,100 000 - 109 999,2017,Renault,Clio,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,115000.0
17,75 000 - 79 999,2018,Volkswagen,Touareg,5,WW au Maroc,Non,Diesel,12 CV,Automatique,330000.0
18,190 000 - 199 999,2000,Peugeot,406,,,,Diesel,--,--,40000.0
19,40 000 - 44 999,2018,Opel,Crossland X,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,
20,350 000 - 399 999,2001,Fiat,Palio,5,Dédouanée,Non,Diesel,7 CV,Manuelle,27000.0
21,130 000 - 139 999,2018,Volkswagen,Tiguan,,Dédouanée,Oui,Diesel,--,Automatique,
22,100 000 - 109 999,2015,Toyota,Prado,5,WW au Maroc,Oui,Diesel,12 CV,Manuelle,240000.0
23,25 000 - 29 999,2004,Renault,Scenic,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,72000.0
24,65 000 - 69 999,2019,Mercedes-Benz,Classe A,5,Dédouanée,,Diesel,8 CV,Automatique,
25,100 000 - 109 999,2009,Toyota,Corolla,5,WW au Maroc,Oui,Diesel,8 CV,Manuelle,72000.0
26,20 000 - 24 999,2019,Citroen,C-Elysée,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,119000.0
27,55 000 - 59 999,2016,BMW,Serie 4,,WW au Maroc,,Diesel,--,Automatique,
28,40 000 - 44 999,2015,Smart,Smart,3,Dédouanée,Non,Essence,6 CV,Automatique,82000.0
29,110 000 - 119 999,2005,Hyundai,Accent,,,,Diesel,6 CV,--,38000.0
30,100 000 - 109 999,2015,Mercedes-Benz,Classe S,5,Importée neuve,Oui,Diesel,12 CV,Automatique,
31,200 000 - 249 999,2009,Mercedes-Benz,220,5,,Non,Diesel,9 CV,Manuelle,
32,75 000 - 79 999,2017,Ford,Fiesta,5,WW au Maroc,Oui,Diesel,5 CV,Manuelle,
33,35 000 - 39 999,2015,Mercedes-Benz,Classe V,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,380000.0
34,50 000 - 54 999,2006,Porsche,911 Carrera,3,WW au Maroc,Oui,Essence,23 CV,Manuelle,
35,15 000 - 19 999,2020,Peugeot,2008,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,165000.0
36,30 000 - 34 999,2019,Renault,Megane,5,Importée neuve,Oui,Diesel,6 CV,Manuelle,
37,350 000 - 399 999,1998,Mercedes-Benz,Classe C,5,,Oui,Diesel,10 CV,Manuelle,60000.0
38,30 000 - 34 999,2019,Audi,Q8,5,Importée neuve,Oui,Diesel,12 CV,Automatique,
39,300 000 - 349 999,2009,Volkswagen,Passat,5,WW au Maroc,,Diesel,8 CV,Manuelle,98000.0
40,100 000 - 109 999,2015,Land Rover,Range Rover Sport,5,WW au Maroc,Oui,Diesel,12 CV,Automatique,
41,190 000 - 199 999,2012,Ford,Focus,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,120000.0
42,180 000 - 189 999,2006,Ford,Fiesta,5,WW au Maroc,Non,Essence,7 CV,Manuelle,520000.0
43,140 000 - 149 999,2015,Volkswagen,Touran,5,Dédouanée,,Diesel,8 CV,Automatique,185000.0
44,50 000 - 54 999,2015,Audi,RS3,5,Importée neuve,Non,Essence,14 CV,Automatique,
45,150 000 - 159 999,2007,Renault,Kangoo,,Dédouanée,Oui,Diesel,7 CV,Manuelle,58000.0
46,250 000 - 299 999,2009,Land Rover,Range Rover Sport,5,WW au Maroc,Non,Diesel,11 CV,Automatique,
47,190 000 - 199 999,2010,Audi,A4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,
48,180 000 - 189 999,2006,Ford,Fiesta,5,WW au Maroc,Non,Essence,7 CV,Manuelle,520000.0
49,170 000 - 179 999,2014,Skoda,Octavia,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,
50,0 - 4 999,2008,Renault,Megane,5,Dédouanée,Oui,Diesel,8 CV,Manuelle,85000.0
51,190 000 - 199 999,2005,Hyundai,Accent,,,,Diesel,6 CV,--,38000.0
52,180 000 - 189 999,2013,BMW,Serie 5,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
53,170 000 - 179 999,2007,Kia,Carens,5,Dédouanée,Non,Diesel,8 CV,Manuelle,85000.0
54,5 000 - 9 999,2007,Renault,Clio,5,WW au Maroc,Oui,Essence,7 CV,Manuelle,55000.0
55,130 000 - 139 999,2008,Infiniti,FX35,5,WW au Maroc,Non,Essence,20 CV,Automatique,
56,140 000 - 149 999,2014,Audi,A3,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,200000.0
57,190 000 - 199 999,2010,Citroen,C4,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,80000.0
58,90 000 - 94 999,2017,Audi,A6,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,303000.0
59,140 000 - 149 999,2016,BMW,X5,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
60,200 000 - 249 999,2012,Audi,A4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,
61,90 000 - 94 999,2015,Porsche,Cayenne,5,WW au Maroc,Non,Diesel,12 CV,Automatique,
62,120 000 - 129 999,2014,BMW,X1,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,
63,Plus de 500 000,2009,Hyundai,COUNTY,5,WW au Maroc,Oui,Diesel,10 CV,Manuelle,250000.0
64,140 000 - 149 999,2015,Mercedes-Benz,Classe A,5,WW au Maroc,Oui,Diesel,6 CV,Automatique,
65,5 000 - 9 999,2007,Renault,Clio,5,WW au Maroc,Non,Essence,7 CV,Manuelle,55000.0
66,80 000 - 84 999,2016,Renault,Clio,5,Dédouanée,Oui,Diesel,6 CV,Manuelle,95000.0
67,300 000 - 349 999,2007,Opel,Astra,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,72000.0
68,180 000 - 189 999,2010,BMW,Serie 7,,,,Essence,17 CV,--,
69,5 000 - 9 999,2007,Renault,Clio,5,WW au Maroc,Non,Essence,7 CV,Manuelle,55000.0
70,80 000 - 84 999,2016,Renault,Clio,5,Dédouanée,Oui,Diesel,6 CV,Manuelle,95000.0
71,300 000 - 349 999,2007,Opel,Astra,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,72000.0
72,180 000 - 189 999,2010,BMW,Serie 7,,,,Essence,17 CV,--,
73,85 000 - 89 999,2007,Kia,Picanto,,,,Essence,--,--,
74,130 000 - 139 999,2013,Ford,Fiesta,,,,Diesel,6 CV,--,95000.0
75,200 000 - 249 999,2013,Hyundai,i 30,5,WW au Maroc,Non,Diesel,6 CV,Automatique,119000.0
76,200 000 - 249 999,2012,Dacia,Logan,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,65000.0
77,50 000 - 54 999,2017,Hyundai,CRETA,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,184000.0
78,60 000 - 64 999,2018,Citroen,C3,,,Non,Diesel,--,Manuelle,122000.0
79,300 000 - 349 999,2003,Renault,Megane Coupe,5,WW au Maroc,Non,Diesel,7 CV,Manuelle,
80,120 000 - 129 999,2007,Kia,Picanto,,,Non,Essence,6 CV,Manuelle,50000.0
81,190 000 - 199 999,2007,Toyota,RAV 4,5,Dédouanée,Non,Diesel,8 CV,Manuelle,108000.0
82,0 - 4 999,2001,Renault,Clio,,,,Essence,7 CV,--,42000.0
83,15 000 - 19 999,2020,Dacia,Logan,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,105000.0
84,160 000 - 169 999,2006,Citroen,C3,5,WW au Maroc,Non,Essence,6 CV,Manuelle,53000.0
85,80 000 - 84 999,2012,Dacia,Duster,5,WW au Maroc,,Diesel,6 CV,Manuelle,99000.0
86,140 000 - 149 999,2014,Nissan,Qashqai,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,155000.0
87,75 000 - 79 999,2010,Mazda,2,5,WW au Maroc,Oui,Essence,8 CV,Manuelle,65000.0
88,140 000 - 149 999,2013,Land Rover,Range Rover,,,,Diesel,9 CV,--,
89,130 000 - 139 999,2007,Honda,Accord,5,WW au Maroc,Oui,Essence,11 CV,Manuelle,60000.0
90,50 000 - 54 999,2018,Land Rover,Range Rover Sport,5,Importée neuve,Oui,Diesel,12 CV,Automatique,880000.0
91,0 - 4 999,2001,Renault,Clio,,,,Essence,7 CV,--,42000.0
92,45 000 - 49 999,2009,Mercedes-Benz,CLASSE GLK,5,WW au Maroc,Oui,Diesel,--,Automatique,240000.0
93,200 000 - 249 999,2015,Renault,Megane 3,5,WW au Maroc,Oui,Diesel,6 CV,Manuelle,100300.0
94,200 000 - 249 999,2004,Renault,Clio,5,WW au Maroc,Non,Diesel,6 CV,Manuelle,57000.0
95,80 000 - 84 999,2017,Audi,A4,5,WW au Maroc,Oui,Diesel,8 CV,Automatique,269000.0
